Order_ID,Order_Date,Ship_Date,Ship_Mode,Order_Status,Customer_ID,Customer_Name,Customer_Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Quantity,Discount,Sales,Revenue,Profit,Payment_Method,,Profit_Margin_%
ORD-106309,22-05-2023,24-05-2023,Same Day,Cancelled,CUST-3112,Karen Baker,Home Office,East,Illinois,Chicago,PRD-1080,Beds Item 81,Furniture,Beds,90.11,1,0.1,81.1,81.1,31.16,Cash,,0.384217016
ORD-106310,26-01-2022,29-01-2022,Second Class,Returned,CUST-1469,William Jackson,Consumer,North,Connecticut,Hartford,PRD-1150,Fiction Item 51,Books,Fiction,71.03,1,0.1,63.93,63.93,24.01,Cash,,0.375567026
ORD-106311,26-11-2021,28-11-2021,First Class,Delivered,CUST-1347,Barbara Wilson,Consumer,East,Michigan,Grand Rapids,PRD-1038,Women's Apparel Item 39,Clothing,Women's Apparel,45.33,2,0,90.66,181.32,7.91,PayPal,,0.087249062
ORD-106312,15-08-2024,17-08-2024,Standard Class,Delivered,CUST-1554,Karen Hill,Consumer,East,Illinois,Rockford,PRD-1198,Cleaning Item 99,Home & Kitchen,Cleaning,328.15,2,0,656.3,1312.6,132.99,Gift Card,,0.20263599
ORD-106313,22-11-2022,25-11-2022,First Class,Cancelled,CUST-1529,William Campbell,Corporate,North,New Jersey,Newark,PRD-1089,Shelving Item 90,Furniture,Shelving,301.66,4,0,1206.64,4826.56,262.33,Credit Card,,0.217405357
ORD-106314,27-05-2024,01-06-2024,Standard Class,Delivered,CUST-3204,Ashley Gomez,Consumer,South,Florida,Tampa,PRD-1021,Headphones Item 22,Electronics,Headphones,931.43,2,0.1,1676.57,3353.14,616.45,Debit Card,,0.367685214
ORD-106315,16-06-2024,18-06-2024,Standard Class,Returned,CUST-3929,Betty Hill,Consumer,West,Nevada,Las Vegas,PRD-1129,Outdoor Gear Item 30,Sports,Outdoor Gear,366.19,2,0,732.38,1464.76,76.24,Cash,,0.104098965
ORD-106316,09-05-2024,13-05-2024,Standard Class,Delivered,CUST-3469,Richard Thompson,Consumer,South,North Carolina,Greensboro,PRD-1032,Men's Apparel Item 33,Clothing,Men's Apparel,29.57,2,0,59.14,118.28,25.62,Bank Transfer,,0.433209334
ORD-106317,25-02-2023,02-03-2023,Second Class,Delivered,CUST-2272,Robert Wright,Consumer,North,Pennsylvania,Philadelphia,PRD-1127,Outdoor Gear Item 28,Sports,Outdoor Gear,485.5,4,0.1,1747.8,6991.2,316.76,Gift Card,,0.181233551
ORD-106318,14-05-2023,17-05-2023,Standard Class,Delivered,CUST-4480,Sandra Johnson,Home Office,North,Connecticut,Hartford,PRD-1042,Kids' Apparel Item 43,Clothing,Kids' Apparel,120.63,1,0.05,114.6,114.6,46.84,Gift Card,,0.408726003
ORD-106319,06-12-2021,10-12-2021,Standard Class,Delivered,CUST-2340,Amanda Wilson,Corporate,South,Texas,Austin,PRD-1063,Office Chairs Item 64,Furniture,Office Chairs,1494.96,3,0,4484.88,13454.64,560.14,PayPal,,0.124895203
ORD-106320,24-02-2023,27-02-2023,Standard Class,Delivered,CUST-4171,George Williams,Consumer,North,New Jersey,Trenton,PRD-1177,Comics Item 78,Books,Comics,67.19,3,0.15,171.33,513.99,31.63,PayPal,,0.184614487
ORD-106321,19-12-2024,22-12-2024,Same Day,Returned,CUST-3167,George Martin,Corporate,North,Connecticut,Hartford,PRD-1150,Fiction Item 51,Books,Fiction,26.43,5,0.25,99.11,495.55,20.28,Cash,,0.204621128
ORD-106322,24-07-2022,28-07-2022,Standard Class,Delivered,CUST-1865,Karen White,Consumer,East,Wisconsin,Milwaukee,PRD-1118,Frozen Foods Item 19,Food & Beverage,Frozen Foods,52.33,3,0.1,141.29,423.87,56.87,PayPal,,0.402505485
ORD-106323,29-11-2024,30-11-2024,Standard Class,Delivered,CUST-1042,Lisa Flores,Consumer,West,California,San Diego,PRD-1172,Children's Books Item 73,Books,Children's Books,52.18,2,0,104.36,208.72,10.29,Cash,,0.098600997
ORD-106324,11-02-2021,14-02-2021,Standard Class,Delivered,CUST-1314,Anthony Wilson,Consumer,South,Florida,Orlando,PRD-1163,Textbooks Item 64,Books,Textbooks,65.04,2,0.2,104.06,208.12,17.14,PayPal,,0.164712666
ORD-106325,19-08-2023,24-08-2023,Second Class,Delivered,CUST-2930,Matthew White,Consumer,North,New Jersey,Newark,PRD-1190,Appliances Item 91,Home & Kitchen,Appliances,146.26,4,0,585.04,2340.16,115.6,Cash,,0.197593327
ORD-106326,20-04-2023,24-04-2023,First Class,Delivered,CUST-2651,David Scott,Consumer,South,Texas,Houston,PRD-1072,Sofas Item 73,Furniture,Sofas,526.35,3,0.05,1500.1,4500.3,208.64,PayPal,,0.139084061
ORD-106327,04-08-2023,09-08-2023,Second Class,Returned,CUST-3437,Betty Phillips,Consumer,Central,Missouri,Springfield,PRD-1015,Tablets Item 16,Electronics,Tablets,770.21,1,0.25,577.66,577.66,102.98,Gift Card,,0.178270955
ORD-106328,03-04-2024,10-04-2024,Standard Class,Delivered,CUST-1597,Joseph Davis,Consumer,Central,Nebraska,Omaha,PRD-1230,Fragrances Item 31,Beauty,Fragrances,143.53,2,0,287.06,574.12,99.11,Credit Card,,0.345258831
ORD-106329,25-03-2023,27-03-2023,Second Class,Delivered,CUST-1906,Susan Evans,Corporate,South,Texas,Dallas,PRD-1106,Dairy Item 7,Food & Beverage,Dairy,41.6,2,0.15,70.72,141.44,6.93,Gift Card,,0.097992081
ORD-106330,30-04-2024,03-05-2024,Second Class,Pending,CUST-2947,Nancy Johnson,Consumer,East,Wisconsin,Milwaukee,PRD-1179,Comics Item 80,Books,Comics,49.57,8,0,396.56,3172.48,152.85,Gift Card,,0.385439782
ORD-106331,12-10-2021,16-10-2021,First Class,Returned,CUST-3622,Charles Miller,Consumer,South,Virginia,Norfolk,PRD-1041,Women's Apparel Item 42,Clothing,Women's Apparel,189.97,3,0,569.91,1709.73,116.07,PayPal,,0.203663736
ORD-106332,07-01-2022,09-01-2022,Second Class,Delivered,CUST-2838,Charles Taylor,Consumer,West,Oregon,Eugene,PRD-1014,Tablets Item 15,Electronics,Tablets,1594.73,1,0.1,1435.26,1435.26,567.76,Bank Transfer,,0.395579895
ORD-106333,06-04-2024,11-04-2024,Standard Class,Pending,CUST-4998,Brian Hall,Consumer,West,Nevada,Las Vegas,PRD-1035,Men's Apparel Item 36,Clothing,Men's Apparel,12.16,5,0.05,57.76,288.8,7.83,Gift Card,,0.135560942
ORD-106334,10-08-2022,13-08-2022,Same Day,Delivered,CUST-2294,Rebecca Allen,Consumer,South,Texas,San Antonio,PRD-1047,Kids' Apparel Item 48,Clothing,Kids' Apparel,66.66,5,0.05,316.63,1583.15,28.03,Gift Card,,0.08852604
ORD-106335,29-01-2023,01-02-2023,Second Class,Delivered,CUST-3661,Betty Taylor,Home Office,Central,Iowa,Des Moines,PRD-1051,Footwear Item 52,Clothing,Footwear,37.76,2,0,75.52,151.04,8.54,PayPal,,0.113082627
ORD-106336,23-07-2021,26-07-2021,Standard Class,Cancelled,CUST-4436,Amanda Garcia,Home Office,East,Michigan,Grand Rapids,PRD-1020,Headphones Item 21,Electronics,Headphones,492.07,1,0,492.07,492.07,139.61,Credit Card,,0.283719796
ORD-106337,09-08-2022,12-08-2022,Second Class,Delivered,CUST-2829,George Torres,Corporate,West,California,San Diego,PRD-1232,Fragrances Item 33,Beauty,Fragrances,130.53,1,0,130.53,130.53,31.34,Bank Transfer,,0.240098062
ORD-106338,13-11-2021,16-11-2021,First Class,Pending,CUST-1039,Daniel Anderson,Consumer,Central,Nebraska,Bellevue,PRD-1097,Beverages Item 98,Food & Beverage,Beverages,2.66,3,0.05,7.58,22.74,1.87,PayPal,,0.246701847
ORD-106339,17-09-2021,19-09-2021,Standard Class,Delivered,CUST-1548,Betty Hall,Corporate,South,North Carolina,Raleigh,PRD-1003,Smartphones Item 4,Electronics,Smartphones,592.61,2,0,1185.22,2370.44,490.94,Gift Card,,0.414218457
ORD-106340,16-05-2024,23-05-2024,Second Class,Delivered,CUST-3568,John Hill,Consumer,Central,Kansas,Overland Park,PRD-1057,Accessories Item 58,Clothing,Accessories,108.53,1,0,108.53,108.53,45.46,Debit Card,,0.418870358
ORD-106341,21-12-2021,23-12-2021,Standard Class,Delivered,CUST-2346,Margaret White,Home Office,Central,Iowa,Cedar Rapids,PRD-1177,Comics Item 78,Books,Comics,49.51,2,0,99.02,198.04,35.21,Bank Transfer,,0.35558473
ORD-106342,03-07-2023,06-07-2023,Standard Class,Cancelled,CUST-4487,Stephanie Garcia,Consumer,Central,Minnesota,Rochester,PRD-1097,Beverages Item 98,Food & Beverage,Beverages,19.59,3,0.05,55.83,167.49,24.27,Debit Card,,0.43471252
ORD-106343,05-12-2023,10-12-2023,First Class,Delivered,CUST-1845,Robert Taylor,Corporate,South,Virginia,Norfolk,PRD-1096,Beverages Item 97,Food & Beverage,Beverages,17.6,5,0,88,440,33.74,Debit Card,,0.383409091
ORD-106344,24-09-2023,27-09-2023,Standard Class,Cancelled,CUST-3177,Sandra Mitchell,Corporate,West,Arizona,Phoenix,PRD-1085,Shelving Item 86,Furniture,Shelving,633.72,5,0,3168.6,15843,479.24,Bank Transfer,,0.151246607
ORD-106345,10-02-2024,12-02-2024,Standard Class,Returned,CUST-3976,Lisa Campbell,Corporate,East,Indiana,Indianapolis,PRD-1107,Dairy Item 8,Food & Beverage,Dairy,11.64,1,0.15,9.89,9.89,1.58,Gift Card,,0.159757331
ORD-106346,06-05-2021,11-05-2021,First Class,Pending,CUST-1799,Anthony Roberts,Consumer,South,North Carolina,Charlotte,PRD-1152,Fiction Item 53,Books,Fiction,40.23,1,0.15,34.2,34.2,9.08,PayPal,,0.265497076
ORD-106347,27-05-2022,29-05-2022,First Class,Delivered,CUST-4843,Thomas Flores,Home Office,Central,Kansas,Overland Park,PRD-1213,Skincare Item 14,Beauty,Skincare,51.54,1,0,51.54,51.54,8.26,PayPal,,0.160263873
ORD-106348,21-10-2021,26-10-2021,Standard Class,Cancelled,CUST-3814,George Miller,Home Office,West,Arizona,Phoenix,PRD-1046,Kids' Apparel Item 47,Clothing,Kids' Apparel,192.39,3,0,577.17,1731.51,166.51,Bank Transfer,,0.288493858
ORD-106349,13-12-2021,20-12-2021,Standard Class,Delivered,CUST-4048,Ashley Garcia,Consumer,East,Indiana,Indianapolis,PRD-1067,Desks Item 68,Furniture,Desks,1018.2,1,0.2,814.56,814.56,127.76,Debit Card,,0.156845413
ORD-106350,01-03-2023,02-03-2023,Second Class,Cancelled,CUST-2414,Jessica Jackson,Consumer,North,New Jersey,Jersey City,PRD-1191,Appliances Item 92,Home & Kitchen,Appliances,31.92,1,0.15,27.13,27.13,11.19,PayPal,,0.412458533
ORD-106351,08-04-2024,10-04-2024,Second Class,Pending,CUST-3367,James Jones,Consumer,East,Wisconsin,Madison,PRD-1238,Personal Care Item 39,Beauty,Personal Care,12.11,1,0,12.11,12.11,1.75,Credit Card,,0.144508671
ORD-106352,20-06-2023,23-06-2023,First Class,Pending,CUST-1650,Barbara Brown,Consumer,West,California,San Francisco,PRD-1086,Shelving Item 87,Furniture,Shelving,206.09,5,0.15,875.88,4379.4,286.25,Cash,,0.326814175
ORD-106353,30-07-2023,02-08-2023,Second Class,Delivered,CUST-2505,Jason Nelson,Consumer,Central,Kansas,Wichita,PRD-1047,Kids' Apparel Item 48,Clothing,Kids' Apparel,111.9,1,0.15,95.12,95.12,42.22,Debit Card,,0.443860387
ORD-106354,26-12-2021,30-12-2021,Second Class,Pending,CUST-2662,Sandra Taylor,Consumer,Central,Missouri,St. Louis,PRD-1079,Beds Item 80,Furniture,Beds,1290.02,1,0,1290.02,1290.02,305.13,Credit Card,,0.236531217
ORD-106355,29-09-2022,04-10-2022,Standard Class,Cancelled,CUST-3728,Charles Moore,Corporate,East,Indiana,Evansville,PRD-1069,Desks Item 70,Furniture,Desks,1247.82,2,0,2495.64,4991.28,1044.28,Gift Card,,0.418441762
ORD-106356,25-04-2024,28-04-2024,First Class,Delivered,CUST-1578,Daniel Miller,Consumer,East,Illinois,Aurora,PRD-1107,Dairy Item 8,Food & Beverage,Dairy,16.57,5,0.1,74.56,372.8,27.64,Credit Card,,0.370708155
ORD-106357,04-12-2021,08-12-2021,Standard Class,Returned,CUST-3920,Jason Smith,Corporate,Central,Kansas,Wichita,PRD-1018,Headphones Item 19,Electronics,Headphones,555.35,1,0.15,472.05,472.05,152.92,Cash,,0.323948734
ORD-106358,14-02-2021,18-02-2021,Standard Class,Cancelled,CUST-2309,Melissa Flores,Consumer,South,Georgia,Augusta,PRD-1138,Cycling Item 39,Sports,Cycling,98.56,1,0.2,78.85,78.85,15.7,Debit Card,,0.199112238
ORD-106359,10-12-2021,12-12-2021,Standard Class,Pending,CUST-4948,Richard White,Consumer,North,Massachusetts,Worcester,PRD-1226,Makeup Item 27,Beauty,Makeup,115.18,10,0.1,1036.62,10366.2,442.62,Gift Card,,0.426983851
ORD-106360,09-07-2023,12-07-2023,Standard Class,Pending,CUST-2900,Karen Roberts,Consumer,West,California,San Francisco,PRD-1084,Shelving Item 85,Furniture,Shelving,826.25,4,0.05,3139.75,12559,553.02,PayPal,,0.176135043
ORD-106361,20-11-2023,25-11-2023,First Class,Returned,CUST-2256,William Allen,Consumer,North,New Jersey,Trenton,PRD-1088,Shelving Item 89,Furniture,Shelving,1194.27,1,0.1,1074.84,1074.84,414.09,Bank Transfer,,0.385257341
ORD-106362,16-09-2024,19-09-2024,Second Class,Delivered,CUST-4404,Anthony Carter,Small Business,North,Massachusetts,Boston,PRD-1005,Smartphones Item 6,Electronics,Smartphones,1329.25,2,0,2658.5,5317,321.34,Bank Transfer,,0.120872673
ORD-106363,13-09-2022,15-09-2022,Standard Class,Delivered,CUST-4741,Richard Anderson,Small Business,North,New Jersey,Jersey City,PRD-1006,Laptops Item 7,Electronics,Laptops,1100.8,3,0,3302.4,9907.2,574.11,Credit Card,,0.173846294
ORD-106364,04-08-2021,07-08-2021,Standard Class,Delivered,CUST-1453,David Adams,Corporate,Central,Iowa,Des Moines,PRD-1034,Men's Apparel Item 35,Clothing,Men's Apparel,22.94,2,0,45.88,91.76,7.87,Debit Card,,0.171534438
ORD-106365,12-06-2023,15-06-2023,Standard Class,Returned,CUST-4170,Karen Martin,Consumer,South,Virginia,Norfolk,PRD-1011,Laptops Item 12,Electronics,Laptops,1073.18,2,0,2146.36,4292.72,239.19,Gift Card,,0.111439833
ORD-106366,03-06-2022,04-06-2022,Standard Class,Delivered,CUST-2905,David Williams,Corporate,North,New Jersey,Trenton,PRD-1157,Non-Fiction Item 58,Books,Non-Fiction,68.7,5,0,343.5,1717.5,128.44,Gift Card,,0.373915575
ORD-106367,17-04-2023,24-04-2023,Standard Class,Delivered,CUST-4080,Melissa Garcia,Consumer,North,New York,New York City,PRD-1025,Cameras Item 26,Electronics,Cameras,143.07,2,0.05,271.83,543.66,81.98,Gift Card,,0.30158555
ORD-106368,18-04-2023,21-04-2023,Second Class,Cancelled,CUST-4863,Ashley Johnson,Small Business,West,California,Sacramento,PRD-1067,Desks Item 68,Furniture,Desks,1497.48,2,0.05,2845.21,5690.42,1105.76,Debit Card,,0.388639151
ORD-106369,07-06-2024,14-06-2024,First Class,Delivered,CUST-3560,Kevin Hall,Consumer,North,Massachusetts,Boston,PRD-1064,Office Chairs Item 65,Furniture,Office Chairs,1294.84,8,0,10358.72,82869.76,1961.79,Cash,,0.189385368
ORD-106370,31-07-2023,04-08-2023,Standard Class,Delivered,CUST-3459,Michael Baker,Consumer,Central,Missouri,Kansas City,PRD-1218,Haircare Item 19,Beauty,Haircare,15.88,2,0.2,25.41,50.82,4.28,PayPal,,0.168437623
ORD-106371,27-11-2022,30-11-2022,Second Class,Delivered,CUST-4397,Sarah Allen,Consumer,East,Michigan,Grand Rapids,PRD-1230,Fragrances Item 31,Beauty,Fragrances,107.38,3,0,322.14,966.42,138.34,Credit Card,,0.429440616
ORD-106372,11-09-2023,14-09-2023,Second Class,Delivered,CUST-1077,Amanda Torres,Corporate,East,Michigan,Detroit,PRD-1167,Textbooks Item 68,Books,Textbooks,76.56,2,0.25,114.84,229.68,15.57,Debit Card,,0.135579937
ORD-106373,31-07-2022,03-08-2022,Standard Class,Cancelled,CUST-4531,Daniel Roberts,Consumer,North,New York,Buffalo,PRD-1169,Children's Books Item 70,Books,Children's Books,34.72,1,0,34.72,34.72,9.97,PayPal,,0.287154378
ORD-106374,21-10-2021,23-10-2021,Standard Class,Delivered,CUST-4963,Jennifer Harris,Consumer,East,Illinois,Rockford,PRD-1239,Personal Care Item 40,Beauty,Personal Care,28.47,1,0,28.47,28.47,8.93,Gift Card,,0.313663505
ORD-106375,19-03-2022,24-03-2022,Same Day,Returned,CUST-3850,William Taylor,Corporate,East,Illinois,Aurora,PRD-1116,Frozen Foods Item 17,Food & Beverage,Frozen Foods,18.14,2,0.15,30.84,61.68,4.27,Credit Card,,0.13845655
ORD-106376,29-08-2023,02-09-2023,First Class,Returned,CUST-3023,George Anderson,Consumer,East,Wisconsin,Green Bay,PRD-1148,Swimming Item 49,Sports,Swimming,237.43,1,0.05,225.56,225.56,72.75,Bank Transfer,,0.322530591
ORD-106377,04-11-2021,06-11-2021,Same Day,Delivered,CUST-1507,Mark Jones,Consumer,West,Oregon,Eugene,PRD-1058,Accessories Item 59,Clothing,Accessories,15.6,1,0.05,14.82,14.82,6.25,Gift Card,,0.421727395
ORD-106378,10-04-2023,12-04-2023,Second Class,Delivered,CUST-3683,Amanda Evans,Consumer,North,Connecticut,New Haven,PRD-1170,Children's Books Item 71,Books,Children's Books,44.32,3,0.1,119.66,358.98,19.41,Gift Card,,0.162209594
ORD-106379,29-07-2023,01-08-2023,Second Class,Delivered,CUST-3630,Stephanie Evans,Consumer,West,California,Sacramento,PRD-1101,Beverages Item 2,Food & Beverage,Beverages,38.83,1,0,38.83,38.83,14.41,Debit Card,,0.371104816
ORD-106380,13-01-2024,20-01-2024,Standard Class,Pending,CUST-4345,Ashley Harris,Consumer,East,Ohio,Cleveland,PRD-1165,Textbooks Item 66,Books,Textbooks,71.91,2,0,143.82,287.64,36.31,Cash,,0.252468363
ORD-106381,03-06-2024,04-06-2024,Standard Class,Delivered,CUST-3879,Emily Roberts,Home Office,Central,Minnesota,Saint Paul,PRD-1148,Swimming Item 49,Sports,Swimming,304.74,2,0,609.48,1218.96,124.87,Bank Transfer,,0.204879569
ORD-106382,09-09-2021,12-09-2021,First Class,Pending,CUST-4798,Charles Gomez,Small Business,West,Oregon,Eugene,PRD-1103,Dairy Item 4,Food & Beverage,Dairy,31.02,2,0.05,58.94,117.88,6.53,Bank Transfer,,0.110790635
ORD-106383,05-12-2022,08-12-2022,Standard Class,Pending,CUST-3705,Rebecca Thomas,Consumer,East,Illinois,Chicago,PRD-1087,Shelving Item 88,Furniture,Shelving,1234.76,3,0.2,2963.42,8890.26,626.8,Cash,,0.211512374
ORD-106384,17-05-2024,22-05-2024,Standard Class,Returned,CUST-3654,Joseph Roberts,Consumer,East,Ohio,Cincinnati,PRD-1101,Beverages Item 2,Food & Beverage,Beverages,13.61,1,0.1,12.25,12.25,3.66,Bank Transfer,,0.29877551
ORD-106385,12-09-2024,17-09-2024,First Class,Delivered,CUST-1421,Patricia Nelson,Small Business,East,Illinois,Aurora,PRD-1130,Outdoor Gear Item 31,Sports,Outdoor Gear,475.26,4,0,1901.04,7604.16,723.96,Credit Card,,0.380823128
ORD-106386,05-07-2022,12-07-2022,Second Class,Pending,CUST-3713,Kevin Hill,Consumer,Central,Kansas,Topeka,PRD-1172,Children's Books Item 73,Books,Children's Books,71.23,2,0,142.46,284.92,11.76,Credit Card,,0.082549488
ORD-106387,01-02-2021,03-02-2021,Standard Class,Returned,CUST-2399,John Mitchell,Consumer,South,Florida,Orlando,PRD-1136,Team Sports Item 37,Sports,Team Sports,287.21,1,0.2,229.77,229.77,36.57,PayPal,,0.159159159
ORD-106388,11-10-2024,15-10-2024,Same Day,Delivered,CUST-2980,Patricia Gomez,Consumer,West,California,Sacramento,PRD-1029,Cameras Item 30,Electronics,Cameras,533.83,4,0.25,1601.49,6405.96,72.98,PayPal,,0.045570063
ORD-106389,21-03-2023,24-03-2023,Standard Class,Pending,CUST-3278,Mary Gomez,Corporate,Central,Kansas,Topeka,PRD-1001,Smartphones Item 2,Electronics,Smartphones,401.07,5,0.2,1604.28,8021.4,76.37,Bank Transfer,,0.04760391
ORD-106390,25-06-2021,27-06-2021,Second Class,Delivered,CUST-3290,Richard Taylor,Consumer,North,Pennsylvania,Pittsburgh,PRD-1192,Bedding Item 93,Home & Kitchen,Bedding,157.45,1,0.1,141.7,141.7,54.21,Bank Transfer,,0.382568807
ORD-106391,21-08-2024,24-08-2024,Second Class,Returned,CUST-1261,Rebecca Williams,Corporate,East,Ohio,Columbus,PRD-1008,Laptops Item 9,Electronics,Laptops,1675.58,4,0.2,5361.86,21447.44,293.54,Cash,,0.054745928
ORD-106392,17-08-2023,19-08-2023,Second Class,Pending,CUST-2767,Joshua Baker,Consumer,South,Texas,San Antonio,PRD-1098,Beverages Item 99,Food & Beverage,Beverages,54.88,1,0.05,52.14,52.14,6.36,Cash,,0.121979287
ORD-106393,07-09-2021,10-09-2021,First Class,Returned,CUST-1953,Amanda Nelson,Small Business,North,Massachusetts,Boston,PRD-1117,Frozen Foods Item 18,Food & Beverage,Frozen Foods,33.94,1,0.05,32.24,32.24,8.25,Cash,,0.2558933
ORD-106394,12-08-2023,15-08-2023,First Class,Delivered,CUST-2630,John Jackson,Consumer,North,Connecticut,New Haven,PRD-1087,Shelving Item 88,Furniture,Shelving,92.24,5,0.1,415.08,2075.4,80.59,Cash,,0.194155344
ORD-106395,22-09-2021,25-09-2021,First Class,Delivered,CUST-3898,Daniel Thomas,Corporate,Central,Kansas,Wichita,PRD-1154,Fiction Item 55,Books,Fiction,73.48,8,0.2,470.27,3762.16,98.73,Bank Transfer,,0.209943224
ORD-106396,05-11-2023,06-11-2023,First Class,Delivered,CUST-3285,Emily Brown,Corporate,Central,Missouri,Springfield,PRD-1047,Kids' Apparel Item 48,Clothing,Kids' Apparel,136.39,1,0.3,95.47,95.47,10.14,PayPal,,0.106211375
ORD-106397,15-04-2023,18-04-2023,Second Class,Returned,CUST-2994,Nancy Taylor,Consumer,Central,Kansas,Wichita,PRD-1043,Kids' Apparel Item 44,Clothing,Kids' Apparel,199.07,2,0,398.14,796.28,35.57,Gift Card,,0.089340433
ORD-106398,15-09-2023,20-09-2023,Standard Class,Pending,CUST-4355,George Miller,Home Office,Central,Missouri,St. Louis,PRD-1024,Cameras Item 25,Electronics,Cameras,1425.29,2,0.1,2565.52,5131.04,957.32,PayPal,,0.373148523
ORD-106399,14-10-2024,17-10-2024,First Class,Delivered,CUST-1538,William Baker,Consumer,Central,Iowa,Cedar Rapids,PRD-1078,Beds Item 79,Furniture,Beds,1107.44,3,0.3,2325.62,6976.86,271.07,Cash,,0.116558165
ORD-106400,13-09-2021,17-09-2021,Standard Class,Cancelled,CUST-3528,Linda Roberts,Home Office,Central,Iowa,Davenport,PRD-1144,Swimming Item 45,Sports,Swimming,471.55,1,0.15,400.82,400.82,121.46,Cash,,0.303028791
ORD-106401,15-06-2021,22-06-2021,Standard Class,Delivered,CUST-2034,Margaret Torres,Home Office,Central,Minnesota,Saint Paul,PRD-1110,Bakery Item 11,Food & Beverage,Bakery,48.93,2,0.2,78.29,156.58,10.11,Gift Card,,0.129135266
ORD-106402,21-04-2024,25-04-2024,First Class,Cancelled,CUST-2362,Rebecca Gomez,Consumer,South,Texas,Austin,PRD-1197,Bedding Item 98,Home & Kitchen,Bedding,356.21,2,0,712.42,1424.84,122.19,Debit Card,,0.171513995
ORD-106403,03-07-2023,07-07-2023,Second Class,Returned,CUST-1110,George Baker,Corporate,North,Connecticut,New Haven,PRD-1045,Kids' Apparel Item 46,Clothing,Kids' Apparel,154.08,6,0,924.48,5546.88,138.7,Credit Card,,0.150030287
ORD-106404,21-08-2022,24-08-2022,Standard Class,Delivered,CUST-2013,Kevin Green,Small Business,Central,Minnesota,Minneapolis,PRD-1039,Women's Apparel Item 40,Clothing,Women's Apparel,189.2,1,0.15,160.82,160.82,13.07,Gift Card,,0.081270986
ORD-106405,23-06-2023,26-06-2023,First Class,Returned,CUST-2222,Joshua Scott,Consumer,North,New York,Buffalo,PRD-1153,Fiction Item 54,Books,Fiction,69.23,2,0.1,124.61,249.22,21.37,Debit Card,,0.171495065
ORD-106406,14-06-2024,18-06-2024,Same Day,Returned,CUST-4567,James Martin,Consumer,North,New York,New York City,PRD-1042,Kids' Apparel Item 43,Clothing,Kids' Apparel,87.22,1,0,87.22,87.22,23.25,Gift Card,,0.266567301
ORD-106407,07-11-2022,10-11-2022,Standard Class,Delivered,CUST-1495,Margaret Taylor,Consumer,North,New Jersey,Jersey City,PRD-1016,Tablets Item 17,Electronics,Tablets,1018.62,3,0.25,2291.89,6875.67,257.92,Cash,,0.112535942
ORD-106408,22-08-2024,25-08-2024,Standard Class,Pending,CUST-3542,Robert Thomas,Consumer,West,Nevada,Reno,PRD-1219,Haircare Item 20,Beauty,Haircare,109.2,1,0.15,92.82,92.82,32.64,PayPal,,0.351648352
ORD-106409,12-11-2021,13-11-2021,Second Class,Delivered,CUST-2103,Kevin White,Consumer,East,Illinois,Rockford,PRD-1020,Headphones Item 21,Electronics,Headphones,920.02,2,0,1840.04,3680.08,567.18,Bank Transfer,,0.308243299
ORD-106410,27-01-2021,31-01-2021,Second Class,Returned,CUST-4317,Sarah Jackson,Corporate,West,Arizona,Phoenix,PRD-1047,Kids' Apparel Item 48,Clothing,Kids' Apparel,42.97,1,0.1,38.67,38.67,14.5,PayPal,,0.374967675
ORD-106411,13-10-2021,15-10-2021,Standard Class,Delivered,CUST-1794,Thomas Nguyen,Corporate,East,Michigan,Lansing,PRD-1165,Textbooks Item 66,Books,Textbooks,38.53,1,0.3,26.97,26.97,5.95,Credit Card,,0.220615499
ORD-106412,23-01-2023,26-01-2023,Standard Class,Cancelled,CUST-4686,Sarah King,Corporate,East,Indiana,Fort Wayne,PRD-1144,Swimming Item 45,Sports,Swimming,88.72,2,0.1,159.7,319.4,58.96,Cash,,0.369192235
ORD-106413,27-09-2021,30-09-2021,First Class,Delivered,CUST-3325,James Campbell,Corporate,Central,Missouri,Kansas City,PRD-1058,Accessories Item 59,Clothing,Accessories,35.52,2,0.15,60.38,120.76,25.98,Bank Transfer,,0.430274925
ORD-106414,05-11-2024,09-11-2024,First Class,Delivered,CUST-1916,Stephanie Brown,Home Office,Central,Minnesota,Rochester,PRD-1007,Laptops Item 8,Electronics,Laptops,1424.03,2,0,2848.06,5696.12,402.14,Cash,,0.141197868
ORD-106415,01-08-2024,05-08-2024,Standard Class,Delivered,CUST-2085,Thomas Evans,Home Office,East,Illinois,Aurora,PRD-1182,Cookware Item 83,Home & Kitchen,Cookware,81.08,2,0.05,154.05,308.1,62.96,Debit Card,,0.408698475
ORD-106416,26-03-2024,29-03-2024,Standard Class,Delivered,CUST-1379,Barbara Thompson,Consumer,West,Arizona,Tucson,PRD-1074,Sofas Item 75,Furniture,Sofas,136.95,1,0,136.95,136.95,59.08,Gift Card,,0.431398321
ORD-106417,11-01-2024,18-01-2024,Second Class,Delivered,CUST-1002,Barbara Allen,Consumer,East,Michigan,Grand Rapids,PRD-1191,Appliances Item 92,Home & Kitchen,Appliances,160.55,6,0.05,915.13,5490.78,236.69,Gift Card,,0.258640849
